doc_name,para_idx,president,year,era,zero_sum_primary,zero_sum_second,text
/the-presidency/presidential-speeches/april-16-1953-chance-peace,3,Dwight D. Eisenhower,1953,The Cold War,True,False,"In the light of these principles the citizens of the United States defined the way they proposed to follow, through the aftermath of war, toward true peace. This way was faithful to the spirit that inspired the United Nations: to prohibit strife, to relieve tensions, to banish fears. This way was to control and to reduce armaments. This way was to allow all nations to devote their energies and resources to the great and good tasks of healing the war's wounds, of clothing and feeding and housing the needy, of perfecting a just political life, of enjoying the fruits of their own free toil. The Soviet government held a vastly different vision of the future. In the world of its design, security was to be found, not in mutual trust and mutual aid but in force: huge armies, subversion, rule of neighbor nations."
/the-presidency/presidential-speeches/april-16-1953-chance-peace,21,Dwight D. Eisenhower,1953,The Cold War,True,False,"If we failed to strive to seize this chance, the judgment of future ages would be harsh and just. If we strive but fail and the world remains armed against itself, it at least need be divided no longer in its clear knowledge of who has condemned humankind to this fate. The purpose of the United States, in stating these proposals, is simple and clear. These proposals spring, without ulterior purpose or political passion, from our calm conviction that the hunger for peace is in the hearts of all peoples - those of Russia and of China no less than of our own country. They conform to our firm faith that God created men to enjoy, not destroy, the fruits of the earth and of their own toil."
/the-presidency/presidential-speeches/april-20-1964-speech-associated-press-luncheon,4,Lyndon B. Johnson,1964,The Cold War,True,False,"But we have also learned in this century, and we have learned it at painful and bloody cost, that our own freedom depends upon the freedom of others, that our own protection requires that we help protect others, that we draw increased strength from the strength of others. Thus, to allies we are the most dependable and enduring of friends, for our own safety depends upon the strength of that friendship. To enemies we are the most steadfast and determined of foes, for we know that surrender anywhere threatens defeat everywhere. for a generation, without regard to party or region or class, our country has been united in a basic foreign policy that grows from this inescapable teaching."
/the-presidency/presidential-speeches/april-22-1886-message-regarding-us-labor-force,2,Grover Cleveland,1886,The Gilded Age,True,False,"While the real interests of labor are not promoted by a resort to threats and violent manifestations, and while those who, under the pretext of an advocacy of the claims of labor, wantonly attack the rights of capital and for selfish purposes or the love of disorder sow seeds of violence and discontent should neither be encouraged nor conciliated, all legislation on the subject should be calmly and deliberately undertaken, with no purpose of satisfying unreasonable demands or gaining partisan advantage. The present condition of the relations between labor and capital is far from satisfactory. The discontent of the employed is due in a large degree to the grasping and heedless exactions of employers and the alleged discrimination in favor of capital as an object of governmental attention."
/the-presidency/presidential-speeches/april-28-1942-fireside-chat-21-sacrifice,3,Franklin D. Roosevelt,1942,War & New Deal,True,False,"The United Nations will take measures, if necessary, to prevent the use of French territory in any part of the world for military purposes by the Axis powers. The good people of France will readily understand that such action is essential for the United Nations to prevent assistance to the armies or navies or air forces of Germany, or Italy (and) or Japan. The overwhelming majority of the French people understand that the fight of the United Nations is fundamentally their fight, that our victory means the restoration of a free and independent France -- and the saving of France from the slavery which would be imposed upon her by her external enemies and by her internal traitors. We know how the French people really feel."
/the-presidency/presidential-speeches/april-28-1942-fireside-chat-21-sacrifice,6,Franklin D. Roosevelt,1942,War & New Deal,True,False,"Many other islands are in the possession of the Japanese. But there is good reason to believe that their southward advance has been checked. Australia, New Zealand, and much other territory will be bases for offensive action -- and we are determined that the territory (which) that has been lost will be regained. The Japanese are pressing their northward advance (in) against Burma with considerable power, driving toward India and China. They have been opposed with great bravery by small British and Chinese forces aided by American fliers. The news in Burma tonight is not good. The Japanese may cut the Burma Road; but I want to say to the gallant people of China that no matter what advances the Japanese may make, ways will be found to deliver airplanes and munitions of war to the armies of Generalissimo Chiang Kai-shek."
/the-presidency/presidential-speeches/april-28-1942-fireside-chat-21-sacrifice,25,Franklin D. Roosevelt,1942,War & New Deal,True,False,"By the time it arrived at its target the other four Flying Fortresses had already passed over, had dropped their bombs, and had stirred up the hornets' nest of Japanese "" Zero"" planes. Eighteen of (them) these "" Zero"" fighters attacked our one Flying Fortress. Despite this mass attack, our plane proceeded on its mission, and dropped all of its bombs on six Japanese transports which were lined up along the docks. As it turned back on its homeward journey a running fight between the bomber and the eighteen Japanese pursuit planes continued for seventy-five miles. Four pursuit (ships) planes of the Japs attacked simultaneously at each side. (and) Four were shot down with the side guns. During this fight, the bomber's radio operator was killed, the engineer's right hand was shot off, and one gunner was crippled, leaving only one man available to operate both side guns."
/the-presidency/presidential-speeches/april-28-1942-fireside-chat-21-sacrifice,26,Franklin D. Roosevelt,1942,War & New Deal,True,False,"Although wounded in one hand, (this) the gunner alternately manned both side guns, bringing down three more Japanese ""Zero"" planes. While this was going on, one engine on the American bomber was shot out, one gas tank was hit, the radio was shot off, and the oxygen system was entirely destroyed. Out of eleven control cables all but four were shot away. The rear landing wheel was blown off entirely, and the two front wheels were both shot flat. The fight continued until the remaining Japanese pursuit ships exhausted their ammunition and turned back. With two engines gone and the plane practically out of control, the American bomber returned to its base after dark and made an emergency landing. The mission had been accomplished."
/the-presidency/presidential-speeches/august-11-1932-speech-accepting-republican-nomination,13,Herbert Hoover,1932,Progressives & Depression,True,False,"It must secure that cooperative action which brings initiative and strength outside of the Government. It does not follow, because our difficulties are stupendous, because there are some souls timorous enough to doubt the validity and effectiveness of our ideals and our system, that we must turn to a State-controlled or State-directed social or economic system in order to cure our troubles. That is not liberalism; that is tyranny. It is the regimentation of men under autocratic bureaucracy with all its extinction of liberty, of hope, and of opportunity. Of course, no man of understanding says that our system works perfectly. It does not for the human race is not yet perfect. Nevertheless, the movement of true civilization is towards freedom rather than regimentation."
/the-presidency/presidential-speeches/august-11-1932-speech-accepting-republican-nomination,50,Herbert Hoover,1932,Progressives & Depression,True,False,"Not regimented mechanisms but free men are our goal. Herein is the fundamental issue. A representative democracy, progressive and unafraid to meet its problems, but meeting them upon the foundations of experience and not upon the wave of emotion or the insensate demands of a radicalism which grasps at every opportunity to exploit the sufferings of a people. With these courses we shall emerge from this great national strain with our American system of life and government strengthened. Our people will be free to reassert their energy and their enterprise in a society eager to reward in full measure those whose industry serves its well-being. Our youth will find the doors of equal opportunity still open. The problems of the next few years are not only economic."
/the-presidency/presidential-speeches/august-15-1973-address-nation-about-watergate-investigations,26,Richard M. Nixon,1973,The Cold War,False,True,"If you share my belief in these goals - if you want the mandate you gave this Administration to be carried out - then I ask for your help to ensure that those who would exploit Watergate in order to keep us from doing what we were elected to do will not succeed. I ask tonight for your understanding, so that as a nation we can learn the lessons of Watergate and gain from that experience. I ask for your help in reaffirming our dedication to the principles of decency, honor, and respect for the institutions that have sustained our progress through these past two centuries. And I ask for your support in getting on once again with meeting your problems, improving your life, building your future."
/the-presidency/presidential-speeches/august-16-1841-veto-message-regarding-bank-united-states,14,John Tyler,1841,Expansion,True,False,"They may by formal resolution declare the question of assent or dissent to be undecided and postponed, and yet, in opposition to their express declaration to the contrary, their assent is to be implied. Cases innumerable might be cited to manifest the irrationality of such an inference. Let one or two in addition suffice. The popular branch of the legislature may express its dissent by an unanimous vote, and its resolution may be defeated by a tie vote of the senate, and yet the assent is to be implied. Both branches of the legislature may concur in a resolution of decided dissent, and yet the governor may exert the veto power conferred on him by the State constitution, and their legislative action be defeated, and yet the assent of the legislative authority is implied, and the directors of this contemplated institution are authorized to establish a branch or branches in such State whenever they may find it conducive to the interest of the stockholders to do so; and having once established it they can under no circumstances withdraw it except by act of Congress."
/the-presidency/presidential-speeches/august-16-1841-veto-message-regarding-bank-united-states,15,John Tyler,1841,Expansion,True,False,"The State may afterwards protest against such unjust inference, but its authority is gone. Its assent is implied by its failure or inability to act at its first session, and its voice can never afterwards be heard. To inferences so violent and, as they seem to me, irrational I can not yield my consent. No court of justice would or could sanction them without reversing all that is established in judicial proceeding by introducing presumptions at variance with fact and inferences at the expense of reason. A State in a condition of duress would be presumed to speak as an individual manacled and in prison might be presumed to be in the enjoyment of freedom. Far better to say to the States boldly and frankly, Congress wills and submission is demanded."
/the-presidency/presidential-speeches/august-16-1841-veto-message-regarding-bank-united-states,17,John Tyler,1841,Expansion,True,False,"In a great measure of public interest their patriotism may be successfully appealed to, but to infer their assent from circumstances at war with such inference I can not but regard as calculated to excite a feeling at fatal enmity with the peace and harmony of the country. I must therefore regard this clause as asserting the power to be in Congress to establish offices of discount in a State not only without its assent, but against its dissent, and so regarding it I can not sanction it. On general principles the right in Congress to prescribe terms to any State implies a superiority of power and control, deprives the transaction of all pretense to compact between them, and terminates, as we have seen, in the total abrogation of freedom of action on the part of the States."
/the-presidency/presidential-speeches/august-16-1841-veto-message-regarding-bank-united-states,18,John Tyler,1841,Expansion,True,False,"But, further, the State may express, after the most solemn form of legislation, its dissent, which may from time to time thereafter be repeated in full view of its own interest, which can never be separated from the wise and beneficent operation of this Government, and yet Congress may by virtue of the last proviso overrule its law, and upon grounds which to such State will appear to rest on a constructive necessity and propriety and nothing more. I regard the bill as asserting for Congress the right to incorporate a United States bank with power and right to establish offices of discount and deposit in the several States of this Union with or without their consent--a principle to which I have always heretofore been opposed and which can never obtain my sanction; and waiving all other considerations growing out of its other provisions, I return it to the House in which it originated with these my objections to its approval."
/the-presidency/presidential-speeches/august-18-1967-press-conference,4,Lyndon B. Johnson,1967,The Cold War,True,False,"In the last 2 or 3 days there has been a lull in the air activity. That is because of the weather, and because those who direct our operations there felt it was necessary to restrain themselves and not to carry out certain targets that were available to them. Our activity in the South is determined a great deal by what the enemy there is willing to do. More and more here of late--we think that because of the losses he has suffered, because of the position in which he finds himself--he is less anxious to engage our troops in combat."
/the-presidency/presidential-speeches/august-18-1967-press-conference,5,Lyndon B. Johnson,1967,The Cold War,True,False,"As a consequence, last week we had one of the lowest killed-in-action rates that we have had in several weeks. That is not to indicate that we won't have a bad week next week. But weather, enemy operations, local conditions--all of those determine in some respect what happens between a lull and stepped-up activity. So far as this Government is concerned, our policy has not changed. It remains the same. We are steadfast in our determination to make our pledges good, to keep our commitments, and to resist the attempt to take over this little country by brute force."
/the-presidency/presidential-speeches/august-18-1967-press-conference,20,Lyndon B. Johnson,1967,The Cold War,True,False,"Q. Mr. President, on the basis of that lack of indication from Hanoi, in your opinion, based on your information, have we reached a stalemate in the Vietnam war? THE PRESIDENT. No. I think there are those who are taking a pretty tough drubbing out there, who would like for our folks to believe there is a stalemate. But I haven't been there. I can't personally say that I have observed all the action that has taken place."
/the-presidency/presidential-speeches/august-19-1976-remarks-republican-national-convention,2,Ronald Reagan,1976,The Cold War,True,False,"And a call to us to really be successful in communicating and reveal to the American people the difference between this platform and the platform of the opposing party which is nothing but a revamp and a reissue and a rerunning of a late, late show of the thing that we have been hearing from them for the last 40 years."
/the-presidency/presidential-speeches/august-19-1976-remarks-republican-national-convention,4,Ronald Reagan,1976,The Cold War,True,False,"And then as I tried to write-let your own minds turn to that task. You're going to write for people a hundred years from now who know all about us, we know nothing about them. We don't know what kind of world they'll be living in. And suddenly I thought to myself, ""If I write of the problems, they'll be the domestic problems of which the President spoke here tonight; the challenges confronting us, the erosion of freedom taken place under Democratic rule in this country, the invasion of private rights, the controls and restrictions on the vitality of the great free economy that we enjoy."" These are the challenges that we must meet and then again there is that challenge of which he spoke that we live in a world in which the great powers have aimed and poised at each other horrible missiles of destruction, nuclear weapons that can in a matter of minutes arrive at each other's country and destroy virtually the civilized world we live in."
/the-presidency/presidential-speeches/august-19-1976-remarks-republican-national-convention,5,Ronald Reagan,1976,The Cold War,True,False,"And suddenly it dawned on me; those who would read this letter a hundred years from now will know whether those missiles were fired. They will know whether we met our challenge. Whether they will have the freedom that we have known up until now will depend on what we do here. Will they look back with appreciation and say, ""Thank God for those people in 1976 who headed off that loss of freedom? Who kept us now a hundred years later free? Who kept our world from nuclear destruction?"""
/the-presidency/presidential-speeches/august-29-1996-remarks-democratic-national-convention,16,Bill Clinton,1996,Post-Cold War,True,False,"And let us also proclaim, we will do it in a way that preserves Medicare, Medicaid, education, the environment, the integrity of our pensions, the strength of our people. Now, last year when the Republican Congress sent me a budget that violated those values and principles, I vetoed it. And I would do it again tomorrow. I could never allow cuts that devastate education for our children, that pollute our environment, that end the guarantee of health care for those who are served under Medicaid, that end our duty or violate our duty to our parents through Medicare. I just couldn't do that. As long as I'm President, I'll never let it happen. And it doesn't matter if they try again, as they did before, to use the blackmail threat of a shutdown of the federal government to force these things on the American people."
/the-presidency/presidential-speeches/august-29-1996-remarks-democratic-national-convention,18,Bill Clinton,1996,Post-Cold War,True,False,"I want every American to be able to hear those beautiful words, ""welcome home."" Let me say again, every tax cut I call for tonight is targeted, it's responsible, and it is paid for within my balanced budget plan. My tax cuts will not undermine our economy, they will speed economic growth. We should cut taxes for the family sending a child to college, for the worker returning to college, for the family saving to buy a home or for long-term health care, and a $500-per-child credit for middle-income families raising their children who need help with child care and what the children will do after school. That is the right way to cut taxes, pro-family, pro-education, pro-economic growth. Now, our opponents have put forward a very different plan, a risky $550 billion tax scheme that will force them to ask for even bigger cuts in Medicare, Medicaid, education, and the environment than they passed and I vetoed last year."
/the-presidency/presidential-speeches/august-29-1996-remarks-democratic-national-convention,19,Bill Clinton,1996,Post-Cold War,True,False,"But even then they will not cover the costs of their scheme, so that even then this plan will explode the deficit, which will increase interest rates by two percent, according to their own estimates last year. It will require huge cuts in the very investments we need to grow and to grow together and, at the same time, slow down the economy. You know what higher interest rates mean? To you it means a higher mortgage payment, a higher car payment, a higher credit card payment. To our economy it means business people will not borrow as much money, invest as much money, create as many new jobs, create as much wealth, raise as many wages. Do we really want to make that same mistake all over again?"
/the-presidency/presidential-speeches/august-29-1996-remarks-democratic-national-convention,20,Bill Clinton,1996,Post-Cold War,True,False,"Audience: No-o-o! President Clinton: Do we really want to stop economic growth again? Audience: No-o-o! President Clinton: Do we really want to start piling up another mountain of debt? Audience: No-o-o! President Clinton: Do we want to bring back the recession of 1991 and '92? Audience: No-o-o! President Clinton: Do we want to weaken our bridge to the 21st century? Audience: No-o-o! President Clinton: Of course we don't. We have an obligation, you and I, to leave our children a legacy of opportunity, not a legacy of debt. Our budget would be balanced today, we would have a surplus today, if we didn't have to make the interest payments on the debt run up in the 12 years before the Clinton/Gore administration took office."
/the-presidency/presidential-speeches/august-8-1893-message-regarding-economic-crisis,7,Grover Cleveland,1893,The Gilded Age,True,False,"We have thus made the depletion of our gold easy and have tempted other and more appreciative nations to add it to their stock. That the opportunity we have offered has not been neglected is shown by the large amounts of gold which have been recently drawn from our Treasury and exported to increase the financial strength of foreign nations. The excess of exports of gold over its imports for the year ending June 30, 1893, amounted to more than $87,500,000."
/the-presidency/presidential-speeches/august-8-1893-message-regarding-economic-crisis,14,Grover Cleveland,1893,The Gilded Age,True,False,"This matter rises above the plane of party politics. It vitally concerns every business and calling and enters every household in the land. There is one important aspect of the subject which especially should never be overlooked. At times like the present, when the evils of unsound finance threaten us, the speculator may anticipate a harvest gathered from the misfortune of others, the capitalist may protect himself by hoarding or may even find profit in the fluctuations of values; but the wage earner - the first to be injured by a depreciated currency and the last to receive the benefit of its correction - is practically defenseless. He relies for work upon the ventures of confident and contented capital. This failing him, his condition is without alleviation, for he can neither prey on the misfortunes of others nor hoard his labor. One of the greatest statesmen our country has known, speaking more than fifty years ago, when a derangement of the currency had caused commercial distress, said:"
/the-presidency/presidential-speeches/august-8-1990-address-iraqs-invasion-kuwait,4,George H. W. Bush,1990,Post-Cold War,True,False,"We succeeded in the struggle for freedom in Europe because we and our allies remain stalwart. Keeping the peace in the Middle East will require no less. We're beginning a new era. This new era can be full of promise, an age of freedom, a time of peace for all peoples. But if history teaches us anything, it is that we must resist aggression or it will destroy our freedoms. Appeasement does not work. As was the case in the 1930's, we see in Saddam Hussein an aggressive dictator threatening his neighbors. Only 14 days ago, Saddam Hussein promised his friends he would not invade Kuwait. And 4 days ago, he promised the world he would withdraw. And twice we have seen what his promises mean: His promises mean nothing."
/the-presidency/presidential-speeches/december-1-1834-sixth-annual-message-congress,37,Andrew Jackson,1834,Expansion,True,False,"It is undoubtedly in the power of Congress seriously to affect the agricultural and manufacturing interests of France by the passage of laws relating to her trade with the United States. Her products, manufactures, and tonnage may be subjected to heavy duties in our ports, or all commercial intercourse with her may be suspended. But there are powerful and to my mind conclusive objections to this mode of proceeding. We can not embarrass or cut off the trade of France without at the same time in some degree embarrassing or cutting off our own trade. The injury of such a warfare must fall, though unequally, upon our own citizens, and could not but impair the means of the Government and weaken that united sentiment in support of the rights and honor of the nation which must now pervade every bosom."
/the-presidency/presidential-speeches/december-1-1834-sixth-annual-message-congress,42,Andrew Jackson,1834,Expansion,True,False,"Since France, in violation of the pledges given through her minister here, has delayed her final action so long that her decision will not probably be known in time to be communicated to this Congress, I recommend that a law be passed authorizing reprisals upon French property in case provision shall not be made for the payment of the debt at the approaching session of the French Chambers. Her pride and power are too well known to expect any thing from her fears and preclude the necessity of a declaration that nothing partaking of the character of intimidation is intended by us. She ought to look upon it as the evidence only of an inflexible determination on the part of the United States to insist on their rights."
/the-presidency/presidential-speeches/december-1-1834-sixth-annual-message-congress,52,Andrew Jackson,1834,Expansion,True,False,"Immediately after the close of the last session the bank, through its president, announced its ability and readiness to abandon the system of unparalleled curtailment and the interruption of domestic exchanges which it had practiced upon from 1833-08-01 to 1834-06-30, and to extend its accommodations to the community. The grounds assumed in this annunciation amounted to an acknowledgment that the curtailment, in the extent to which it had been carried, was not necessary to the safety of the bank, and had been persisted in merely to induce Congress to grant the prayer of the bank in its memorial relative to the removal of the deposits and to give it a new charter. They were substantially a confession that all the real distresses which individuals and the country had endured for the preceding 6 or 8 months had been needlessly produced by it, with the view of affecting through the sufferings of the people the legislative action of Congress."
/the-presidency/presidential-speeches/december-1-1834-sixth-annual-message-congress,53,Andrew Jackson,1834,Expansion,True,False,"It is subject of congratulation that Congress and the country had the virtue and firmness to bear the infliction, that the energies of our people soon found relief from this wanton tyranny in vast importations of th eprecious metals from almost every part of the world, and that at the close of this tremendous effort to control our Government the bank found itself powerless and no longer able to loan out its surplus means. The community had learned to manage its affairs without its assistance, and trade had already found new auxiliaries, so that on 1834-10-01 the extraordinary spectacle was presented of a national more than half of whose capital was either lying unproductive in its vaults or in the hands of foreign bankers."
/the-presidency/presidential-speeches/december-1-1834-sixth-annual-message-congress,60,Andrew Jackson,1834,Expansion,True,False,"The high-handed career of this institution imposes upon the constitutional functionaries of this Government duties of the gravest and most imperative character -- duties which they can not avoid and from which I trust there will be no inclination on the part of any of them to shrink. My own sense of them is most clear, as is also my readiness to discharge those which may rightfully fall on me. To continue any business relations with the Bank of the United States that may be avoided without a violation of the national faith after that institution has set at open defiance the conceded right of the Government to examine its affairs, after it has done all in its power to deride the public authority in other respects and to bring it into disrepute at home and abroad, after it has attempted to defeat the clearly expressed will of the people by turning against them the immense power intrusted to its hands and by involving a country otherwise peaceful, flourishing, and happy, in dissension, embarrassment, and distress, would make the nation itself a party to the degradation so sedulously prepared for itss public agents and do much to destroy the confidence of man-kind in popular governments and to bring into contempt their authority and efficiency."
/the-presidency/presidential-speeches/december-1-1834-sixth-annual-message-congress,62,Andrew Jackson,1834,Expansion,True,False,"Events have satisfied my mind, and I think the minds of the American people, that the mischiefs and dangers which flow from a national bank far over-balance all its advantages. The bold effort the present bank has made to control the Government, the distresses it has wantonly produced, the violence of which it has been the occasion in one of our cities famed for its observance of law and order, are but premonitions of the fate which awaits the American people should they be deluded into a perpetuation of this institution or the establishment of another like it. It is fervently hoped that thus admonished those who have heretofore favored the establishment of a substitute for the present bank will be induced to abandon it, as it is evidently better to incur any inconvenience that may be reasonably expected than to concentrate the whole moneyed power of the Republic in any form what so ever or under any restrictions."
/the-presidency/presidential-speeches/december-1-1834-sixth-annual-message-congress,63,Andrew Jackson,1834,Expansion,True,False,"Happily it is already illustrated that the agency of such an institution is not necessary to the fiscal operations of the Government. The State banks are found fully adequate to the performance of all services which were required of the Bank of the United States, quite as promptly and with the same cheapness. They have maintained themselves and discharged all these duties while the Bank of the United States was still powerful and in the field as an open enemy, and it is not possible to conceive that they will find greater difficulties in their operations when that enemy shall cease to exist."
