speaker,target,raw_mentions,distinct_speeches,function_mix,stance_mix,era_mix,distinct_speakers,mentions_per_100_speeches,evidence_status
Andrew Jackson,Thomas Jefferson,2,2,"{'policy inheritance': None, 'other/unclear': None, 'historical comparison': None, 'ceremonial/biographical': None, 'institutional precedent': 2.0, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 1.0, 'positive': 1.0, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': 2.0, 'Post-Cold War': None, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,7.6923076923076925,AI-classified; not human-validated
Andrew Johnson,Abraham Lincoln,7,2,"{'policy inheritance': 2.0, 'other/unclear': 4.0, 'historical comparison': None, 'ceremonial/biographical': None, 'institutional precedent': 1.0, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 7.0, 'positive': None, 'negative': None}","{'Civil War & Reconstruction': 7.0, 'Expansion': None, 'Post-Cold War': None, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,22.58064516129032,AI-classified; not human-validated
Andrew Johnson,Andrew Jackson,4,2,"{'policy inheritance': None, 'other/unclear': None, 'historical comparison': None, 'ceremonial/biographical': None, 'institutional precedent': 4.0, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 1.0, 'positive': 2.0, 'negative': 1.0}","{'Civil War & Reconstruction': 4.0, 'Expansion': None, 'Post-Cold War': None, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,12.903225806451612,AI-classified; not human-validated
Andrew Johnson,George Washington,1,1,"{'policy inheritance': None, 'other/unclear': 1.0, 'historical comparison': None, 'ceremonial/biographical': None, 'institutional precedent': None, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 1.0, 'positive': None, 'negative': None}","{'Civil War & Reconstruction': 1.0, 'Expansion': None, 'Post-Cold War': None, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,3.225806451612903,AI-classified; not human-validated
Andrew Johnson,James Buchanan,1,1,"{'policy inheritance': None, 'other/unclear': None, 'historical comparison': None, 'ceremonial/biographical': None, 'institutional precedent': 1.0, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 1.0, 'positive': None, 'negative': None}","{'Civil War & Reconstruction': 1.0, 'Expansion': None, 'Post-Cold War': None, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,3.225806451612903,AI-classified; not human-validated
Andrew Johnson,James Madison,1,1,"{'policy inheritance': None, 'other/unclear': 1.0, 'historical comparison': None, 'ceremonial/biographical': None, 'institutional precedent': None, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': None, 'positive': 1.0, 'negative': None}","{'Civil War & Reconstruction': 1.0, 'Expansion': None, 'Post-Cold War': None, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,3.225806451612903,AI-classified; not human-validated
Andrew Johnson,Thomas Jefferson,8,3,"{'policy inheritance': None, 'other/unclear': 6.0, 'historical comparison': None, 'ceremonial/biographical': None, 'institutional precedent': 2.0, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 7.0, 'positive': 1.0, 'negative': None}","{'Civil War & Reconstruction': 8.0, 'Expansion': None, 'Post-Cold War': None, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,25.806451612903224,AI-classified; not human-validated
Andrew Johnson,Ulysses S. Grant,2,1,"{'policy inheritance': None, 'other/unclear': 2.0, 'historical comparison': None, 'ceremonial/biographical': None, 'institutional precedent': None, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 2.0, 'positive': None, 'negative': None}","{'Civil War & Reconstruction': 2.0, 'Expansion': None, 'Post-Cold War': None, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,6.451612903225806,AI-classified; not human-validated
Barack Obama,Abraham Lincoln,6,6,"{'policy inheritance': None, 'other/unclear': 4.0, 'historical comparison': 1.0, 'ceremonial/biographical': None, 'institutional precedent': 1.0, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 5.0, 'positive': 1.0, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': 6.0, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,11.76470588235294,AI-classified; not human-validated
Barack Obama,Bill Clinton,6,4,"{'policy inheritance': 2.0, 'other/unclear': 3.0, 'historical comparison': 1.0, 'ceremonial/biographical': None, 'institutional precedent': None, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 5.0, 'positive': 1.0, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': 6.0, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,11.76470588235294,AI-classified; not human-validated
Barack Obama,Dwight D. Eisenhower,4,4,"{'policy inheritance': None, 'other/unclear': 4.0, 'historical comparison': None, 'ceremonial/biographical': None, 'institutional precedent': None, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 4.0, 'positive': None, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': 4.0, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,7.8431372549019605,AI-classified; not human-validated
Barack Obama,Franklin D. Roosevelt,7,6,"{'policy inheritance': 1.0, 'other/unclear': 4.0, 'historical comparison': 2.0, 'ceremonial/biographical': None, 'institutional precedent': None, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 5.0, 'positive': 2.0, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': 7.0, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,13.725490196078432,AI-classified; not human-validated
Barack Obama,George H. W. Bush,7,3,"{'policy inheritance': 1.0, 'other/unclear': 4.0, 'historical comparison': 2.0, 'ceremonial/biographical': None, 'institutional precedent': None, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 5.0, 'positive': 1.0, 'negative': 1.0}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': 7.0, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,13.725490196078432,AI-classified; not human-validated
Barack Obama,George W. Bush,11,9,"{'policy inheritance': None, 'other/unclear': 7.0, 'historical comparison': 1.0, 'ceremonial/biographical': None, 'institutional precedent': 2.0, 'contemporary rivalry': 1.0, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 10.0, 'positive': None, 'negative': 1.0}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': 10.0, 'The present era': 1.0, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,21.568627450980394,AI-classified; not human-validated
Barack Obama,George Washington,4,4,"{'policy inheritance': None, 'other/unclear': 3.0, 'historical comparison': 1.0, 'ceremonial/biographical': None, 'institutional precedent': None, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 4.0, 'positive': None, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': 3.0, 'The present era': 1.0, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,7.8431372549019605,AI-classified; not human-validated
Barack Obama,Harry S. Truman,2,2,"{'policy inheritance': None, 'other/unclear': 1.0, 'historical comparison': None, 'ceremonial/biographical': None, 'institutional precedent': 1.0, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': None, 'positive': 2.0, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': 2.0, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,3.9215686274509802,AI-classified; not human-validated
Barack Obama,James Madison,1,1,"{'policy inheritance': None, 'other/unclear': None, 'historical comparison': 1.0, 'ceremonial/biographical': None, 'institutional precedent': None, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 1.0, 'positive': None, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': 1.0, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,1.9607843137254901,AI-classified; not human-validated
Barack Obama,Joe Biden,17,15,"{'policy inheritance': 3.0, 'other/unclear': 11.0, 'historical comparison': 1.0, 'ceremonial/biographical': None, 'institutional precedent': 2.0, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 14.0, 'positive': 3.0, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': 16.0, 'The present era': 1.0, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,33.33333333333333,AI-classified; not human-validated
Barack Obama,John Adams,1,1,"{'policy inheritance': 1.0, 'other/unclear': None, 'historical comparison': None, 'ceremonial/biographical': None, 'institutional precedent': None, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 1.0, 'positive': None, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': 1.0, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,1.9607843137254901,AI-classified; not human-validated
Barack Obama,John F. Kennedy,9,8,"{'policy inheritance': None, 'other/unclear': 6.0, 'historical comparison': None, 'ceremonial/biographical': None, 'institutional precedent': 2.0, 'contemporary rivalry': None, 'legacy/inheritance': 1.0}","{'mixed': None, 'neutral': 9.0, 'positive': None, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': 9.0, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,17.647058823529413,AI-classified; not human-validated
Barack Obama,Lyndon B. Johnson,2,2,"{'policy inheritance': None, 'other/unclear': 1.0, 'historical comparison': None, 'ceremonial/biographical': 1.0, 'institutional precedent': None, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 2.0, 'positive': None, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': 2.0, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,3.9215686274509802,AI-classified; not human-validated
Barack Obama,Richard M. Nixon,1,1,"{'policy inheritance': None, 'other/unclear': 1.0, 'historical comparison': None, 'ceremonial/biographical': None, 'institutional precedent': None, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 1.0, 'positive': None, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': 1.0, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,1.9607843137254901,AI-classified; not human-validated
Barack Obama,Ronald Reagan,6,5,"{'policy inheritance': None, 'other/unclear': 5.0, 'historical comparison': None, 'ceremonial/biographical': None, 'institutional precedent': 1.0, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 5.0, 'positive': 1.0, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': 6.0, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,11.76470588235294,AI-classified; not human-validated
Barack Obama,Theodore Roosevelt,3,3,"{'policy inheritance': 2.0, 'other/unclear': 1.0, 'historical comparison': None, 'ceremonial/biographical': None, 'institutional precedent': None, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 3.0, 'positive': None, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': 3.0, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,5.88235294117647,AI-classified; not human-validated
Barack Obama,Thomas Jefferson,4,3,"{'policy inheritance': None, 'other/unclear': 1.0, 'historical comparison': 1.0, 'ceremonial/biographical': 1.0, 'institutional precedent': 1.0, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 2.0, 'positive': 2.0, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': 4.0, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,7.8431372549019605,AI-classified; not human-validated
Barack Obama,Woodrow Wilson,1,1,"{'policy inheritance': 1.0, 'other/unclear': None, 'historical comparison': None, 'ceremonial/biographical': None, 'institutional precedent': None, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': None, 'positive': None, 'negative': 1.0}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': 1.0, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,1.9607843137254901,AI-classified; not human-validated
Benjamin Harrison,Chester A. Arthur,1,1,"{'policy inheritance': 1.0, 'other/unclear': None, 'historical comparison': None, 'ceremonial/biographical': None, 'institutional precedent': None, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 1.0, 'positive': None, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': None, 'The present era': None, 'The Gilded Age': 1.0, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,6.25,AI-classified; not human-validated
Benjamin Harrison,George Washington,2,2,"{'policy inheritance': None, 'other/unclear': None, 'historical comparison': None, 'ceremonial/biographical': 1.0, 'institutional precedent': 1.0, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 2.0, 'positive': None, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': None, 'The present era': None, 'The Gilded Age': 2.0, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,12.5,AI-classified; not human-validated
Benjamin Harrison,Thomas Jefferson,1,1,"{'policy inheritance': None, 'other/unclear': 1.0, 'historical comparison': None, 'ceremonial/biographical': None, 'institutional precedent': None, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 1.0, 'positive': None, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': None, 'The present era': None, 'The Gilded Age': 1.0, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,6.25,AI-classified; not human-validated
Benjamin Harrison,William McKinley,1,1,"{'policy inheritance': None, 'other/unclear': 1.0, 'historical comparison': None, 'ceremonial/biographical': None, 'institutional precedent': None, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 1.0, 'positive': None, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': None, 'The present era': None, 'The Gilded Age': 1.0, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,6.25,AI-classified; not human-validated
Bill Clinton,Abraham Lincoln,5,4,"{'policy inheritance': 1.0, 'other/unclear': 4.0, 'historical comparison': None, 'ceremonial/biographical': None, 'institutional precedent': None, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 4.0, 'positive': 1.0, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': 5.0, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,12.82051282051282,AI-classified; not human-validated
Bill Clinton,Andrew Jackson,2,2,"{'policy inheritance': None, 'other/unclear': 2.0, 'historical comparison': None, 'ceremonial/biographical': None, 'institutional precedent': None, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 2.0, 'positive': None, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': 2.0, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,5.128205128205128,AI-classified; not human-validated
Bill Clinton,Dwight D. Eisenhower,3,3,"{'policy inheritance': None, 'other/unclear': 2.0, 'historical comparison': None, 'ceremonial/biographical': None, 'institutional precedent': 1.0, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 3.0, 'positive': None, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': 3.0, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,7.6923076923076925,AI-classified; not human-validated
Bill Clinton,Franklin D. Roosevelt,8,6,"{'policy inheritance': 2.0, 'other/unclear': 4.0, 'historical comparison': None, 'ceremonial/biographical': None, 'institutional precedent': 2.0, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': 1.0, 'neutral': 7.0, 'positive': None, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': 8.0, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,20.51282051282051,AI-classified; not human-validated
Bill Clinton,George H. W. Bush,6,4,"{'policy inheritance': None, 'other/unclear': 6.0, 'historical comparison': None, 'ceremonial/biographical': None, 'institutional precedent': None, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 5.0, 'positive': 1.0, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': 6.0, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,15.384615384615385,AI-classified; not human-validated
Bill Clinton,George W. Bush,1,1,"{'policy inheritance': None, 'other/unclear': 1.0, 'historical comparison': None, 'ceremonial/biographical': None, 'institutional precedent': None, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 1.0, 'positive': None, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': 1.0, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,2.564102564102564,AI-classified; not human-validated
Bill Clinton,George Washington,2,2,"{'policy inheritance': None, 'other/unclear': 2.0, 'historical comparison': None, 'ceremonial/biographical': None, 'institutional precedent': None, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 2.0, 'positive': None, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': 2.0, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,5.128205128205128,AI-classified; not human-validated
Bill Clinton,Harry S. Truman,9,5,"{'policy inheritance': 2.0, 'other/unclear': 5.0, 'historical comparison': None, 'ceremonial/biographical': None, 'institutional precedent': 2.0, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 7.0, 'positive': 2.0, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': 9.0, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,23.076923076923077,AI-classified; not human-validated
Bill Clinton,Jimmy Carter,4,3,"{'policy inheritance': None, 'other/unclear': 2.0, 'historical comparison': None, 'ceremonial/biographical': 2.0, 'institutional precedent': None, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 3.0, 'positive': 1.0, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': 4.0, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,10.256410256410255,AI-classified; not human-validated
Bill Clinton,John F. Kennedy,9,7,"{'policy inheritance': 1.0, 'other/unclear': 7.0, 'historical comparison': None, 'ceremonial/biographical': None, 'institutional precedent': 1.0, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 9.0, 'positive': None, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': 9.0, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,23.076923076923077,AI-classified; not human-validated
Bill Clinton,Lyndon B. Johnson,4,1,"{'policy inheritance': 1.0, 'other/unclear': 2.0, 'historical comparison': None, 'ceremonial/biographical': None, 'institutional precedent': 1.0, 'contemporary rivalry': None, 'legacy/inheritance': None}","{'mixed': None, 'neutral': 2.0, 'positive': 2.0, 'negative': None}","{'Civil War & Reconstruction': None, 'Expansion': None, 'Post-Cold War': 4.0, 'The present era': None, 'The Gilded Age': None, 'Progressives & Depression': None, 'The Cold War': None, 'War & New Deal': None, 'The founding': None}",1,10.256410256410255,AI-classified; not human-validated
