candidate_id,speaker,target,doc_name,para_idx,speech_date,era,raw_mention,function,stance,evidence_span,rationale,quotation_status,target_status,evidence_status
31099b4299ef4ee2016d619e,Donald Trump,Joe Biden,/the-presidency/presidential-speeches/april-13-2020-coronavirus-task-force-briefing,18,2020-04-13 21:30:00,The present era,Joe Biden,policy inheritance,neutral,"Because when I did act, I was criticized by Nancy Pelosi, by Sleepy Joe Biden.",Fixed-rubric classification from the supplied sentence context.,narration,not_yet_president,AI-classified; not human-validated
c4f241c4cb4cbdb2c841f0b4,Donald Trump,Joe Biden,/the-presidency/presidential-speeches/april-13-2020-coronavirus-task-force-briefing,25,2020-04-13 21:30:00,The present era,Joe Biden,other/unclear,neutral,""" Now, Joe Biden said, ""He's a",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,not_yet_president,AI-classified; not human-validated
b63a3a7a8e5a9d2400b36133,Donald Trump,Joe Biden,/the-presidency/presidential-speeches/april-13-2020-coronavirus-task-force-briefing,26,2020-04-13 21:30:00,The present era,Joe Biden,other/unclear,neutral,"Since then, on a Friday night, two weeks ago, Joe Biden issued a state- - it wasn't him; he didn't write it.",Fixed-rubric classification from the supplied sentence context.,narration,not_yet_president,AI-classified; not human-validated
c60d0e3992c50fe3f4f76c1b,Donald Trump,Joe Biden,/the-presidency/presidential-speeches/april-13-2020-coronavirus-task-force-briefing,26,2020-04-13 21:30:00,The present era,Joe Biden,other/unclear,positive,"But they issued a statement, saying that Joe Biden agrees that the Pres- - that President Trump was right to close it down to China.",Fixed-rubric classification from the supplied sentence context.,narration,not_yet_president,AI-classified; not human-validated
20e8c98db75e0d7022a39097,Donald Trump,Joe Biden,/the-presidency/presidential-speeches/april-13-2020-coronavirus-task-force-briefing,27,2020-04-13 21:30:00,The present era,Joe Biden,other/unclear,neutral,So Joe Biden issued - and it's one of those things.,Fixed-rubric classification from the supplied sentence context.,narration,not_yet_president,AI-classified; not human-validated
d9c3d7ac4dc1ebd021c2dd02,Donald Trump,Joe Biden,/the-presidency/presidential-speeches/april-13-2020-coronavirus-task-force-briefing,65,2020-04-13 21:30:00,The present era,Joe Biden,other/unclear,neutral,"But here's what happened: When, on January 31st, I instituted the ban, Joe Biden went crazy.",Fixed-rubric classification from the supplied sentence context.,narration,not_yet_president,AI-classified; not human-validated
e31cb2fab03311698be725e2,Donald Trump,Joe Biden,/the-presidency/presidential-speeches/april-13-2020-coronavirus-task-force-briefing,220,2020-04-13 21:30:00,The present era,Joe Biden,historical comparison,neutral,"So, you know, if Joe Biden would like a briefing, I'd certainly get him a briefing.",Fixed-rubric classification from the supplied sentence context.,narration,not_yet_president,AI-classified; not human-validated
50974c9fadd38bb48453bb19,Andrew Jackson,George Washington,/the-presidency/presidential-speeches/april-15-1834-protest-senate-censure,38,1834-04-15 18:17:58,Expansion,President Washington,institutional precedent,neutral,"Here, then, we have the concurrent authority of President Washington, of the Senate, and the House of Representatives, numbers of whom had taken an active part in the convention which framed the Constitution and in the State conventions which adopted it, that the President derived an unqualified power of removal from that instrument itself, which is ""beyond the reach of legislative",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,AI-classified; not human-validated
cbc2d429909d3fc79eaed3f1,Barack Obama,Dwight D. Eisenhower,/the-presidency/presidential-speeches/april-15-2010-remarks-space-exploration-21st-century,4,2010-04-15 06:00:00,Post-Cold War,President Eisenhower,other/unclear,neutral,"President Eisenhower signed legislation to create NASA and to invest in science and math education, from grade school to graduate school.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
bdffd6d552d022f0d8c75bae,Barack Obama,John F. Kennedy,/the-presidency/presidential-speeches/april-15-2010-remarks-space-exploration-21st-century,4,2010-04-15 06:00:00,Post-Cold War,President Kennedy,institutional precedent,neutral,"In 1961, President Kennedy boldly declared before a joint session of Congress that the United States would send a man to the Moon and return him safely to the Earth within the decade.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
19b85bb03551be93d2fdb6b0,Harry S. Truman,Franklin D. Roosevelt,/the-presidency/presidential-speeches/april-16-1945-first-speech-congress,2,1945-04-16 18:00:00,War & New Deal,Franklin Roosevelt,other/unclear,positive,With great humility I call upon all Americans to help me keep our nation united in defense of those ideals which have been so eloquently proclaimed by Franklin Roosevelt.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
15908669344a74be33ef6ebe,Lyndon B. Johnson,Dwight D. Eisenhower,/the-presidency/presidential-speeches/april-16-1964-press-conference-state-department,17,1964-04-16 18:00:00,The Cold War,Eisenhower,institutional precedent,neutral,"When you realize that each year during the last 3 years we have spent approximately $6 billion more on our military budget than was spent the last year of the Eisenhower administration, when you realize that we are spending $8 billion more this year than was spent the last year of the Eisenhower administration on our military budget, you realize that approximately $25 billion more has been spent than would have been spent if we had gone on at the rate of the last year of the Republican administration.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
0b5737674fb14c8a6a7c9f81,Lyndon B. Johnson,Dwight D. Eisenhower,/the-presidency/presidential-speeches/april-16-1964-press-conference-state-department,17,1964-04-16 18:00:00,The Cold War,Eisenhower,institutional precedent,neutral,"When you realize that each year during the last 3 years we have spent approximately $6 billion more on our military budget than was spent the last year of the Eisenhower administration, when you realize that we are spending $8 billion more this year than was spent the last year of the Eisenhower administration on our military budget, you realize that approximately $25 billion more has been spent than would have been spent if we had gone on at the rate of the last year of the Republican administration.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
1a6b4b3f5a95f29500e8ba80,Lyndon B. Johnson,John F. Kennedy,/the-presidency/presidential-speeches/april-16-1964-press-conference-state-department,31,1964-04-16 18:00:00,The Cold War,President Kennedy,other/unclear,neutral,"President, to go back to politics, the late President Kennedy, in looking ahead to the '64 election, used to say that he expected a hard, close fight.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
3067fb2c6a91d26da09bae24,Lyndon B. Johnson,Abraham Lincoln,/the-presidency/presidential-speeches/april-16-1964-press-conference-state-department,35,1964-04-16 18:00:00,The Cold War,Abraham Lincoln,other/unclear,neutral,"I only hope that we recognize that it has been a hundred years since Abraham Lincoln freed the slaves of their chains, but he has not freed all of the people of the bigotry that exists.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
b538f1fb816354165cfab525,Lyndon B. Johnson,Abraham Lincoln,/the-presidency/presidential-speeches/april-16-1964-press-conference-state-department,35,1964-04-16 18:00:00,The Cold War,President Lincoln,other/unclear,positive,"It has been a hundred years since President Lincoln signed the Emancipation Proclamation, but a great many people do not have equal rights as of now.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
9a1af763b566f26a8a7d8c20,Lyndon B. Johnson,George Washington,/the-presidency/presidential-speeches/april-20-1964-speech-associated-press-luncheon,3,1964-04-20 18:00:00,The Cold War,Washington,ceremonial/biographical,neutral,"So we seek today, as we did in Washington's time, to protect the life of our Nation, to preserve the liberty of our citizens, and to pursue the happiness of our people.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
cb3e5afd78100cae4144c2c3,Lyndon B. Johnson,Dwight D. Eisenhower,/the-presidency/presidential-speeches/april-20-1964-speech-associated-press-luncheon,7,1964-04-20 18:00:00,The Cold War,Eisenhower,institutional precedent,neutral,"We have increased defense spending in these 3 years by approximately $6 billion a year over the last year of the Eisenhower administration, and this year we are spending approximately $8 billion more on defense than we were during that last year.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
00083c0cde3501d24664f7c8,Lyndon B. Johnson,Woodrow Wilson,/the-presidency/presidential-speeches/april-20-1964-speech-associated-press-luncheon,27,1964-04-20 18:00:00,The Cold War,Woodrow Wilson,other/unclear,neutral,"We now move toward solution with the generosity of friends who realize, as Woodrow Wilson once said, ""You cannot be friends on any other terms than upon the terms of",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,AI-classified; not human-validated
316b14f5dda5900a8d3adea1,Lyndon B. Johnson,George Washington,/the-presidency/presidential-speeches/april-20-1964-speech-associated-press-luncheon,51,1964-04-20 18:00:00,The Cold War,Washington,ceremonial/biographical,neutral,"So we seek today, as we did in Washington's time, to protect the life of our Nation, to preserve the liberty of our citizens, and to pursue the happiness of our people.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
89e8745d35b24114caecc9e2,Lyndon B. Johnson,Dwight D. Eisenhower,/the-presidency/presidential-speeches/april-20-1964-speech-associated-press-luncheon,55,1964-04-20 18:00:00,The Cold War,Eisenhower,institutional precedent,neutral,"We have increased defense spending in these 3 years by approximately $6 billion a year over the last year of the Eisenhower administration, and this year we are spending approximately $8 billion more on defense than we were during that last year.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
20e0ed90550389e8691e8c9e,Lyndon B. Johnson,Woodrow Wilson,/the-presidency/presidential-speeches/april-20-1964-speech-associated-press-luncheon,75,1964-04-20 18:00:00,The Cold War,Woodrow Wilson,other/unclear,neutral,"We now move toward solution with the generosity of friends who realize, as Woodrow Wilson once said, ""You cannot be friends on any other terms than upon the terms of",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,AI-classified; not human-validated
6d805fec72407823f4b85b3e,Zachary Taylor,James K. Polk,/the-presidency/presidential-speeches/april-22-1850-message-regarding-treaty-great-britain,3,1850-04-22 16:40:58,Civil War & Reconstruction,President Polk,policy inheritance,positive,"It is in accordance with the whole spirit of the resolution of the Senate of the 3d of March, 1835, referred to by President Polk, and with the policy adopted by President Jackson immediately after the passage of that resolution, who dispatched an agent to Central America and New Granada ""to open negotiations with those Governments for the purpose of effectually protecting, by suitable treaty stipulations with them, such individuals or companies as might undertake to open a communication between the Atlantic and Pacific oceans by the construction of a ship canal across the isthmus which connects North and South America, and of securing forever by such stipulations the free and equal right of navigating such canal to all such nations on the payment of such reasonable tolls as might be established to compensate the capitalists who should engage in such undertaking and complete the",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,AI-classified; not human-validated
b9bdcf6b6c73ee3909ea6af9,Zachary Taylor,Andrew Jackson,/the-presidency/presidential-speeches/april-22-1850-message-regarding-treaty-great-britain,3,1850-04-22 16:40:58,Civil War & Reconstruction,President Jackson,policy inheritance,positive,"It is in accordance with the whole spirit of the resolution of the Senate of the 3d of March, 1835, referred to by President Polk, and with the policy adopted by President Jackson immediately after the passage of that resolution, who dispatched an agent to Central America and New Granada ""to open negotiations with those Governments for the purpose of effectually protecting, by suitable treaty stipulations with them, such individuals or companies as might undertake to open a communication between the Atlantic and Pacific oceans by the construction of a ship canal across the isthmus which connects North and South America, and of securing forever by such stipulations the free and equal right of navigating such canal to all such nations on the payment of such reasonable tolls as might be established to compensate the capitalists who should engage in such undertaking and complete the",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,AI-classified; not human-validated
b857fb7b711d7e6b8ec04e78,Gerald Ford,Abraham Lincoln,/the-presidency/presidential-speeches/april-23-1975-remarks-tulane-university,8,1975-04-23 17:00:00,The Cold War,Abraham Lincoln,other/unclear,neutral,"Abraham Lincoln asked, in his own words, and I quote, ""What constitutes the bulwark of our own liberty and",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,AI-classified; not human-validated
3c48b6c3026f776185870a16,Lyndon B. Johnson,Harry S. Truman,/the-presidency/presidential-speeches/april-27-1965-press-conference-east-room,6,1965-04-27 17:00:00,The Cold War,President Truman,other/unclear,neutral,"This was true under President Truman, under President Eisenhower, under President Kennedy, and it will be true again in southeast Asia.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
5bb6b26f17f8b36f4535caed,Lyndon B. Johnson,Dwight D. Eisenhower,/the-presidency/presidential-speeches/april-27-1965-press-conference-east-room,6,1965-04-27 17:00:00,The Cold War,President Eisenhower,other/unclear,neutral,"This was true under President Truman, under President Eisenhower, under President Kennedy, and it will be true again in southeast Asia.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
0aa46b2d79a864a8d7b1406b,Lyndon B. Johnson,John F. Kennedy,/the-presidency/presidential-speeches/april-27-1965-press-conference-east-room,6,1965-04-27 17:00:00,The Cold War,President Kennedy,other/unclear,neutral,"This was true under President Truman, under President Eisenhower, under President Kennedy, and it will be true again in southeast Asia.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
4fc5c16955b9713067114b12,Lyndon B. Johnson,Harry S. Truman,/the-presidency/presidential-speeches/april-27-1965-press-conference-east-room,13,1965-04-27 17:00:00,The Cold War,President Truman,other/unclear,neutral,He was President Truman's Special Counsel in the White House.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
fb4b7ff6aff4ed3cac387724,Ronald Reagan,Jimmy Carter,/the-presidency/presidential-speeches/april-27-1983-address-central-america,6,1983-04-27 18:00:00,The Cold War,President Carter,other/unclear,neutral,President Carter did not hesitate.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
e339f93254f0786f9c03a48e,Ronald Reagan,Harry S. Truman,/the-presidency/presidential-speeches/april-27-1983-address-central-america,23,1983-04-27 18:00:00,The Cold War,President Truman,institutional precedent,neutral,"President Truman's words are as apt today as they were in 1947 when he, too, spoke before a joint session of the Congress: ""At the present moment in world history, nearly every nation must choose between alternate ways of life.",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,AI-classified; not human-validated
76ca742a6fad233bdb8297c8,Ronald Reagan,Harry S. Truman,/the-presidency/presidential-speeches/april-27-1983-address-central-america,25,1983-04-27 18:00:00,The Cold War,President Truman,other/unclear,neutral,""" The countries of Central America are smaller than the nations that prompted President Truman's message.",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,AI-classified; not human-validated
de815031a5003e45a64ecd72,Ronald Reagan,Harry S. Truman,/the-presidency/presidential-speeches/april-27-1983-address-central-america,25,1983-04-27 18:00:00,The Cold War,Mr. Truman,other/unclear,neutral,"Will our response - economic, social, military - be as appropriate and successful as Mr.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
d3db4a8b2b0c23f29a687a13,Franklin D. Roosevelt,Woodrow Wilson,/the-presidency/presidential-speeches/april-28-1935-fireside-chat-7-works-relief-program-and-social,3,1935-04-28 17:00:00,War & New Deal,President Wilson,other/unclear,neutral,"I am reminded sometimes of what President Wilson once said: "" So many people come to Washington who know things that are not so, and so few people who know anything about what the people of the United States are thinking",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,AI-classified; not human-validated
78768eaaca8bdaa45dcadfd4,Ronald Reagan,Theodore Roosevelt,/the-presidency/presidential-speeches/april-28-1981-address-program-economic-recovery,19,1981-04-28 18:00:00,The Cold War,Teddy Roosevelt,institutional precedent,neutral,"As a matter fact, some 80 years ago, Teddy Roosevelt wrote these instructive words in his first message to the Congress: ""The American people are slow to wrath, but when their wrath is once kindled, it burns like a consuming",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,AI-classified; not human-validated
1a6d272054747e47993f70ac,Rutherford B. Hayes,Abraham Lincoln,/the-presidency/presidential-speeches/april-29-1879-veto-army-appropriations-bill,1,1879-04-29 19:20:58,The Gilded Age,President Lincoln,policy inheritance,neutral,""" This statute was adopted February 25, 1865, after a protracted debate in the Senate, and almost without opposition in the House of Representatives, by the concurrent votes of both of the leading political parties of the country, and became a law by the approval of President Lincoln.",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,AI-classified; not human-validated
f1d2e65a18a2c7a383e3579d,Richard M. Nixon,George Washington,/the-presidency/presidential-speeches/april-29-1974-address-nation-presidential-tape-recordings,6,1974-04-29 17:00:00,The Cold War,Washington,other/unclear,neutral,"This principle is recognized in the constitutional doctrine of executive privilege, which has been defended and maintained by every President since Washington and which has been recognized by the courts, whenever tested, as inherent in the Presidency.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
42227868021c70f5425db787,Richard M. Nixon,Abraham Lincoln,/the-presidency/presidential-speeches/april-29-1974-address-nation-presidential-tape-recordings,34,1974-04-29 17:00:00,The Cold War,Abraham Lincoln,other/unclear,neutral,"Abraham Lincoln said: ""I do the very best I know how - the very best I can; and I mean to keep doing so until the end.",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,AI-classified; not human-validated
c2a9c57c8e20ee950e3395e8,Richard M. Nixon,Woodrow Wilson,/the-presidency/presidential-speeches/april-30-1970-address-nation-situation-southeast-asia,24,1970-04-30 17:00:00,The Cold War,Woodrow Wilson,other/unclear,positive,"In this room, Woodrow Wilson made the great decisions which led to victory in World War I.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
73ee7196e8883e6c0d448afa,Richard M. Nixon,Franklin D. Roosevelt,/the-presidency/presidential-speeches/april-30-1970-address-nation-situation-southeast-asia,24,1970-04-30 17:00:00,The Cold War,Franklin Roosevelt,other/unclear,neutral,Franklin Roosevelt made the decisions which led to our victory in World War II.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
514eb1cd298599c11e1ae5b2,Richard M. Nixon,Dwight D. Eisenhower,/the-presidency/presidential-speeches/april-30-1970-address-nation-situation-southeast-asia,24,1970-04-30 17:00:00,The Cold War,Dwight D. Eisenhower,other/unclear,neutral,Dwight D.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
32bcf1d9d85a1c4aafb3ca41,Richard M. Nixon,John F. Kennedy,/the-presidency/presidential-speeches/april-30-1970-address-nation-situation-southeast-asia,24,1970-04-30 17:00:00,The Cold War,John F. Kennedy,other/unclear,neutral,John F.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
0b1f2467f5dad70b04f1ab0e,Bill Clinton,Thomas Jefferson,/the-presidency/presidential-speeches/april-30-1993-national-service-address,22,1993-04-30 18:00:00,Post-Cold War,Thomas Jefferson,other/unclear,neutral,"It was Thomas Jefferson who first told the American people in essence that the more you know, the more you owe.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
79170352d5da1ad22cb2436b,Bill Clinton,Thomas Jefferson,/the-presidency/presidential-speeches/april-30-1993-national-service-address,22,1993-04-30 18:00:00,Post-Cold War,Thomas Jefferson,historical comparison,positive,""" This statement reminds us that values never go out of fashion, that civic responsibility is as good for democracy today as it was when Thomas Jefferson said that, and that if you really want to be the best citizen of your country, you have to give something back to your country.",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,AI-classified; not human-validated
75358f833582b7c0e8c70c8e,Bill Clinton,Abraham Lincoln,/the-presidency/presidential-speeches/april-30-1993-national-service-address,34,1993-04-30 18:00:00,Post-Cold War,Abraham Lincoln,policy inheritance,neutral,"More than a century ago President Abraham Lincoln signed the Homestead Act, and the frontier of this country was settled by countless families who took up the challenge in exchange for 100 acres to call their own.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
868a46a74070f4d5f0eca449,Bill Clinton,Franklin D. Roosevelt,/the-presidency/presidential-speeches/april-30-1993-national-service-address,34,1993-04-30 18:00:00,Post-Cold War,President Roosevelt,other/unclear,neutral,In the 1930's President Roosevelt enlisted millions of young people to restore the environment through the Civilian Conservation Corps.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
9bf0de6626c46a7d0a7227a6,Bill Clinton,Franklin D. Roosevelt,/the-presidency/presidential-speeches/april-30-1993-national-service-address,34,1993-04-30 18:00:00,Post-Cold War,FDR,institutional precedent,neutral,FDR gave others a chance to support themselves through the buildings made possible by the Works Project Administration.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
face70e679ccc39c71002626,Bill Clinton,John F. Kennedy,/the-presidency/presidential-speeches/april-30-1993-national-service-address,35,1993-04-30 18:00:00,Post-Cold War,President Kennedy,other/unclear,neutral,"A generation ago, the young people of my generation saw suffering in Latin America, Asia, and Africa, and many rushed to the challenge laid down by President Kennedy when he created the Peace Corps, which became our country's greatest ambassador, building bridges of understanding to far off cultures.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
5056aa17cd6ee6327e7c3179,Chester A. Arthur,Rutherford B. Hayes,/the-presidency/presidential-speeches/april-4-1882-veto-chinese-exclusion-act,21,1882-04-04 19:53:58,The Gilded Age,President Hayes,policy inheritance,neutral,"I transmit herewith copies of the papers relating to the recent treaty with China, which accompanied the confidential message of President Hayes to the Senate of the 10th January, 1881, and also a copy of a memorandum respecting the act herewith returned, which was handed to the Secretary of State by the Chinese minister in Washington.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
3d6e405bbc019b77f0639ea0,Benjamin Harrison,George Washington,/the-presidency/presidential-speeches/april-4-1889-commemoration-centennial-washingtons-inauguration,0,1889-04-04 20:09:00,The Gilded Age,George Washington,ceremonial/biographical,neutral,"At noon on the 30th day of April, 1789, in the city of New York, and in the presence of an assemblage of the heroic men whose patriotic devotion had led the colonies to victory and independence, George Washington took the oath of office as Chief Magistrate of the new-born Republic.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
9a8d3107471d6b21875a16e6,Lyndon B. Johnson,Dwight D. Eisenhower,/the-presidency/presidential-speeches/april-7-1965-address-johns-hopkins-university,33,1965-04-07 18:00:00,The Cold War,Eisenhower,other/unclear,neutral,Eisenhower and Mr.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
1e45cf9c2bac39f9983ddca0,Lyndon B. Johnson,Dwight D. Eisenhower,/the-presidency/presidential-speeches/april-7-1965-address-johns-hopkins-university,67,1965-04-07 18:00:00,The Cold War,Eisenhower,other/unclear,neutral,Eisenhower and Mr.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
e111e559d953a54ba5780c76,Richard M. Nixon,Dwight D. Eisenhower,/the-presidency/presidential-speeches/april-7-1971-address-nation-situation-southeast-asia,1,1971-04-07 18:00:00,The Cold War,President Eisenhower,other/unclear,neutral,"When I left Washington in January of 1961, after serving eight years as Vice President under President Eisenhower, there were no American combat forces in Vietnam.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
