doc_name,method,topic,share,n_paragraphs
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,"Civil Rights, Voting Rights & Discrimination",0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,Civil Service Reform & the Merit System,0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,"Coinage, Currency & Specie",0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,Cold War & Great-Power Rivalry,0.21311475409836064,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,"Commemoration, Eulogy & National Mourning",0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,Conservation & the Environment,0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,Constitutional Union & Federalism,0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,"Crime, Insurrection & Federal Law Enforcement",0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,Early Naval Wars: Barbary & the War of 1812,0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,Elections & Voting Integrity,0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,"Executive Departments, Postal & Administrative Housekeeping",0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,"Executive Power, Vetoes & the Courts",0.14754098360655737,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,Great Depression Recovery,0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,"Health Care, Medicare & Social Security",0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,Immigration & Border Security,0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,"Indian Affairs, Removal & Allotment",0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,"Internal Improvements, Energy & Infrastructure",0.03278688524590164,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,"Iraq, Gulf Wars, the War on Terror & Interventions",0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,"Labor, Wages & Working Conditions",0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,Mexican War,0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,Middle East & Israel,0.06557377049180328,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,"Military Preparedness, Armed Forces & Veterans",0.09836065573770492,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,Monroe Doctrine & Latin American Policy,0.04918032786885246,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,National Bank & Banking Crises,0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,Neutral Rights & Maritime Depredations,0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,Nuclear Weapons & Arms Control,0.03278688524590164,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,"Partisan Combat, Press Conferences & Media Attacks",0.03278688524590164,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,"Personal Narrative, Storytelling & Boasting",0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,Polygamy in the Territories,0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,Presidential Humility & Reflection on Office,0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,"Prosperity, Jobs & the Middle Class",0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,"Providence, Faith & American Ideals",0.08196721311475409,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,"Public Debt, Revenue & Treasury Finance",0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,Public Lands & Homestead Settlement,0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,Reconstruction & Southern Self-Government,0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,"Relations with Spain, Mexico & Territorial Claims",0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,"Slavery, Emancipation & Sectionalism",0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,Space Exploration,0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,"Tariffs, Reciprocity & Navigation Laws",0.06557377049180328,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,"Taxes, Budget Deficits & Federal Spending",0.03278688524590164,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,"Territorial Organization, Statehood & Insular Governance",0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,"Treaties, Diplomacy & International Arbitration",0.21311475409836064,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,"Trusts, Corporations & Antitrust",0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,Vietnam War,0.36065573770491804,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,"Welfare, Poverty & Economic Opportunity",0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,"World Order, Foreign Aid & Democracy Promotion",0.14754098360655737,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,World War I Mobilization & War Aims,0.0,61
/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,llm_taxonomy,World War II Military Operations,0.01639344262295082,61
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,Agriculture & Farm Prices,0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,Chinese Immigration & Exclusion,0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,"Civil Rights, Voting Rights & Discrimination",0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,Civil Service Reform & the Merit System,0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,"Coinage, Currency & Specie",0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,Cold War & Great-Power Rivalry,0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,"Commemoration, Eulogy & National Mourning",0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,Conservation & the Environment,0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,Constitutional Union & Federalism,0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,"Crime, Insurrection & Federal Law Enforcement",0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,Early Naval Wars: Barbary & the War of 1812,0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,Elections & Voting Integrity,0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,"Executive Departments, Postal & Administrative Housekeeping",0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,"Executive Power, Vetoes & the Courts",0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,Great Depression Recovery,0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,"Health Care, Medicare & Social Security",0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,Immigration & Border Security,0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,"Indian Affairs, Removal & Allotment",0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,"Internal Improvements, Energy & Infrastructure",0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,"Iraq, Gulf Wars, the War on Terror & Interventions",0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,"Labor, Wages & Working Conditions",0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,Mexican War,0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,Middle East & Israel,0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,"Military Preparedness, Armed Forces & Veterans",0.04878048780487805,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,Monroe Doctrine & Latin American Policy,0.14634146341463414,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,National Bank & Banking Crises,0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,Neutral Rights & Maritime Depredations,0.14634146341463414,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,Nuclear Weapons & Arms Control,0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,"Partisan Combat, Press Conferences & Media Attacks",0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,"Personal Narrative, Storytelling & Boasting",0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,Polygamy in the Territories,0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,Presidential Humility & Reflection on Office,0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,"Prosperity, Jobs & the Middle Class",0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,"Providence, Faith & American Ideals",0.024390243902439025,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,"Public Debt, Revenue & Treasury Finance",0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,Public Lands & Homestead Settlement,0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,Reconstruction & Southern Self-Government,0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,"Relations with Spain, Mexico & Territorial Claims",0.5365853658536586,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,"Slavery, Emancipation & Sectionalism",0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,Space Exploration,0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,"Tariffs, Reciprocity & Navigation Laws",0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,"Taxes, Budget Deficits & Federal Spending",0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,"Territorial Organization, Statehood & Insular Governance",0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,"Treaties, Diplomacy & International Arbitration",0.43902439024390244,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,"Trusts, Corporations & Antitrust",0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,Vietnam War,0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,"Welfare, Poverty & Economic Opportunity",0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,"World Order, Foreign Aid & Democracy Promotion",0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,World War I Mobilization & War Aims,0.0,41
/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war,llm_taxonomy,World War II Military Operations,0.0,41
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,Agriculture & Farm Prices,0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,Chinese Immigration & Exclusion,0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,"Civil Rights, Voting Rights & Discrimination",0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,Civil Service Reform & the Merit System,0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,"Coinage, Currency & Specie",0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,Cold War & Great-Power Rivalry,0.95,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,"Commemoration, Eulogy & National Mourning",0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,Conservation & the Environment,0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,Constitutional Union & Federalism,0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,"Crime, Insurrection & Federal Law Enforcement",0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,Early Naval Wars: Barbary & the War of 1812,0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,Elections & Voting Integrity,0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,"Executive Departments, Postal & Administrative Housekeeping",0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,"Executive Power, Vetoes & the Courts",0.1,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,Great Depression Recovery,0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,"Health Care, Medicare & Social Security",0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,Immigration & Border Security,0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,"Indian Affairs, Removal & Allotment",0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,"Internal Improvements, Energy & Infrastructure",0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,"Iraq, Gulf Wars, the War on Terror & Interventions",0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,"Labor, Wages & Working Conditions",0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,Mexican War,0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,Middle East & Israel,0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,"Military Preparedness, Armed Forces & Veterans",0.25,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,Monroe Doctrine & Latin American Policy,0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,National Bank & Banking Crises,0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,Neutral Rights & Maritime Depredations,0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,Nuclear Weapons & Arms Control,0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,"Partisan Combat, Press Conferences & Media Attacks",0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,"Personal Narrative, Storytelling & Boasting",0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,Polygamy in the Territories,0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,Presidential Humility & Reflection on Office,0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,"Prosperity, Jobs & the Middle Class",0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,"Providence, Faith & American Ideals",0.05,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,"Public Debt, Revenue & Treasury Finance",0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,Public Lands & Homestead Settlement,0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,Reconstruction & Southern Self-Government,0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,"Relations with Spain, Mexico & Territorial Claims",0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,"Slavery, Emancipation & Sectionalism",0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,Space Exploration,0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,"Tariffs, Reciprocity & Navigation Laws",0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,"Taxes, Budget Deficits & Federal Spending",0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,"Territorial Organization, Statehood & Insular Governance",0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,"Treaties, Diplomacy & International Arbitration",0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,"Trusts, Corporations & Antitrust",0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,Vietnam War,0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,"Welfare, Poverty & Economic Opportunity",0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,"World Order, Foreign Aid & Democracy Promotion",0.1,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,World War I Mobilization & War Aims,0.0,20
/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea,llm_taxonomy,World War II Military Operations,0.0,20
/the-presidency/presidential-speeches/april-11-1968-remarks-signing-civil-rights-act,llm_taxonomy,Agriculture & Farm Prices,0.0,6
/the-presidency/presidential-speeches/april-11-1968-remarks-signing-civil-rights-act,llm_taxonomy,Chinese Immigration & Exclusion,0.0,6
/the-presidency/presidential-speeches/april-11-1968-remarks-signing-civil-rights-act,llm_taxonomy,"Civil Rights, Voting Rights & Discrimination",0.8333333333333334,6
/the-presidency/presidential-speeches/april-11-1968-remarks-signing-civil-rights-act,llm_taxonomy,Civil Service Reform & the Merit System,0.0,6
/the-presidency/presidential-speeches/april-11-1968-remarks-signing-civil-rights-act,llm_taxonomy,"Coinage, Currency & Specie",0.0,6
/the-presidency/presidential-speeches/april-11-1968-remarks-signing-civil-rights-act,llm_taxonomy,Cold War & Great-Power Rivalry,0.0,6
/the-presidency/presidential-speeches/april-11-1968-remarks-signing-civil-rights-act,llm_taxonomy,"Commemoration, Eulogy & National Mourning",0.0,6
/the-presidency/presidential-speeches/april-11-1968-remarks-signing-civil-rights-act,llm_taxonomy,Conservation & the Environment,0.0,6
/the-presidency/presidential-speeches/april-11-1968-remarks-signing-civil-rights-act,llm_taxonomy,Constitutional Union & Federalism,0.0,6
/the-presidency/presidential-speeches/april-11-1968-remarks-signing-civil-rights-act,llm_taxonomy,"Crime, Insurrection & Federal Law Enforcement",0.16666666666666666,6
/the-presidency/presidential-speeches/april-11-1968-remarks-signing-civil-rights-act,llm_taxonomy,Early Naval Wars: Barbary & the War of 1812,0.0,6
