schema_version,contract_version,edge_id,edge_type,scope_type,scope_id,scope_label,story_era_id,president_profile_id,president_name,topic_id,topic_level,topic_label,topic_paragraph_count,topic_appearance_count,eligible_president_paragraph_count,eligible_president_appearance_count,scope_topic_paragraph_count,scope_eligible_paragraph_count,speaker_paragraph_share,topic_contribution_share,topic_scope_share,president_support_status,edge_support_status,default_visible,topic_free_denominator_policy,multi_label_counting_policy,evidence_receipt_count,interpretation_policy
actual-speaker-topic-edge-v1,actual-speaker-topic-network-v1,edge_53c5e420bcb8addc26e7daf4d257b48460c53d63437ac7746e1908c3d5eb8e2c,president_topic,corpus,all-corpus,All eligible corpus,,thomas-jefferson,Thomas Jefferson,topic_07f03bf056ab3503c6f721cf2a606b728b9cbb858d7d919fca46cd6135a32a2b,level1,War & Military Affairs,70,13,314,25,5527,32531,0.2229299363057325,0.012665098606839153,0.16989948049552733,supported,supported,True,"All eligible actual-president paragraphs, including topic-free paragraphs, remain in president and scope denominators; topic-free paragraphs create no membership and no edge.",Count each distinct normalized Level 2 topic once per paragraph and each distinct derived Level 1 parent once per paragraph. Preserve one full paragraph-presence membership for every topic; do not divide a paragraph fractionally. Topic shares are non-additive and may sum above 100%.,3,"Descriptive AI-assigned topic presence in speaker-audited Miller Center paragraphs. It is not historical validation, model confidence, presidential intent, importance, influence, causality, policy success, or representation of the public or presidency as a whole."
actual-speaker-topic-edge-v1,actual-speaker-topic-network-v1,edge_f6da0c4a143a766db694d391c9195bc4fb11fc3b1162a88870e126fe66bf843c,president_topic,corpus,all-corpus,All eligible corpus,,thomas-jefferson,Thomas Jefferson,topic_c111a85539516b19ce3d0ebf88102afc3f5136f06811be7ef7952ae6cc9d714c,level1,Public Finance & Taxation,30,11,314,25,2743,32531,0.09554140127388536,0.01093693036820999,0.08431957210045803,supported,supported,True,"All eligible actual-president paragraphs, including topic-free paragraphs, remain in president and scope denominators; topic-free paragraphs create no membership and no edge.",Count each distinct normalized Level 2 topic once per paragraph and each distinct derived Level 1 parent once per paragraph. Preserve one full paragraph-presence membership for every topic; do not divide a paragraph fractionally. Topic shares are non-additive and may sum above 100%.,3,"Descriptive AI-assigned topic presence in speaker-audited Miller Center paragraphs. It is not historical validation, model confidence, presidential intent, importance, influence, causality, policy success, or representation of the public or presidency as a whole."
actual-speaker-topic-edge-v1,actual-speaker-topic-network-v1,edge_4716aa504af6643c6db35fa572d6f877d489946356d53fda3536ecb0f2ab3bc1,president_topic,corpus,all-corpus,All eligible corpus,,thomas-jefferson,Thomas Jefferson,topic_3493d9b6ff51b17cc78f8191a4ac1b2eae5bb4ff7f269114b248d590851a7ed8,level1,Indian & Tribal Affairs,65,15,314,25,682,32531,0.2070063694267516,0.09530791788856305,0.02096461836402201,supported,supported,True,"All eligible actual-president paragraphs, including topic-free paragraphs, remain in president and scope denominators; topic-free paragraphs create no membership and no edge.",Count each distinct normalized Level 2 topic once per paragraph and each distinct derived Level 1 parent once per paragraph. Preserve one full paragraph-presence membership for every topic; do not divide a paragraph fractionally. Topic shares are non-additive and may sum above 100%.,3,"Descriptive AI-assigned topic presence in speaker-audited Miller Center paragraphs. It is not historical validation, model confidence, presidential intent, importance, influence, causality, policy success, or representation of the public or presidency as a whole."
actual-speaker-topic-edge-v1,actual-speaker-topic-network-v1,edge_b84327fa90b918e3de44039f0acd4bdaccf56c0e0f96555f0d86fe5aee6bfe4b,president_topic,corpus,all-corpus,All eligible corpus,,thomas-jefferson,Thomas Jefferson,topic_3676810b2915e5e08405c3c9e3ed6b588696c94d35d477e10ed9cc62058597b4,level1,"Law, Crime & Justice",23,5,314,25,1315,32531,0.0732484076433121,0.01749049429657795,0.0404229811564354,supported,supported,True,"All eligible actual-president paragraphs, including topic-free paragraphs, remain in president and scope denominators; topic-free paragraphs create no membership and no edge.",Count each distinct normalized Level 2 topic once per paragraph and each distinct derived Level 1 parent once per paragraph. Preserve one full paragraph-presence membership for every topic; do not divide a paragraph fractionally. Topic shares are non-additive and may sum above 100%.,3,"Descriptive AI-assigned topic presence in speaker-audited Miller Center paragraphs. It is not historical validation, model confidence, presidential intent, importance, influence, causality, policy success, or representation of the public or presidency as a whole."
actual-speaker-topic-edge-v1,actual-speaker-topic-network-v1,edge_d013ee3ed086be27736a8500558fbafb2a3a6cc0188c7ebe06a1712f07996e82,president_topic,corpus,all-corpus,All eligible corpus,,thomas-jefferson,Thomas Jefferson,topic_b9fc73bb18ca058e7f189c867a51071c93e7fea7d67167933f18846a43f46e2c,level1,Constitutional Order & Governance,39,12,314,25,4188,32531,0.12420382165605096,0.009312320916905445,0.12873874150809997,supported,supported,True,"All eligible actual-president paragraphs, including topic-free paragraphs, remain in president and scope denominators; topic-free paragraphs create no membership and no edge.",Count each distinct normalized Level 2 topic once per paragraph and each distinct derived Level 1 parent once per paragraph. Preserve one full paragraph-presence membership for every topic; do not divide a paragraph fractionally. Topic shares are non-additive and may sum above 100%.,3,"Descriptive AI-assigned topic presence in speaker-audited Miller Center paragraphs. It is not historical validation, model confidence, presidential intent, importance, influence, causality, policy success, or representation of the public or presidency as a whole."
actual-speaker-topic-edge-v1,actual-speaker-topic-network-v1,edge_2d0958341b44495a791455313633ef7c8ef165842a2928be557b9a89b6f2894d,president_topic,corpus,all-corpus,All eligible corpus,,thomas-jefferson,Thomas Jefferson,topic_73fe8a26a7881c104f8ac0ee90b445177eabd28ec5e36d34a3bdcacd0505cba1,level1,Faith & National Values,23,13,314,25,2953,32531,0.0732484076433121,0.0077886894683372844,0.09077495312163782,supported,supported,True,"All eligible actual-president paragraphs, including topic-free paragraphs, remain in president and scope denominators; topic-free paragraphs create no membership and no edge.",Count each distinct normalized Level 2 topic once per paragraph and each distinct derived Level 1 parent once per paragraph. Preserve one full paragraph-presence membership for every topic; do not divide a paragraph fractionally. Topic shares are non-additive and may sum above 100%.,3,"Descriptive AI-assigned topic presence in speaker-audited Miller Center paragraphs. It is not historical validation, model confidence, presidential intent, importance, influence, causality, policy success, or representation of the public or presidency as a whole."
actual-speaker-topic-edge-v1,actual-speaker-topic-network-v1,edge_b24f8ad3365cf0cfe82207299d3b241d08fd3a8d3295d62467c7a814d22d3092,president_topic,corpus,all-corpus,All eligible corpus,,james-madison,James Madison,topic_53f9c63ed6aedcab84709226f843c89a577ea30928250cda0021a52c0d9dd5d2,level1,Foreign Relations & Diplomacy,92,16,270,21,8414,32531,0.34074074074074073,0.010934157356786309,0.2586455995819372,supported,supported,True,"All eligible actual-president paragraphs, including topic-free paragraphs, remain in president and scope denominators; topic-free paragraphs create no membership and no edge.",Count each distinct normalized Level 2 topic once per paragraph and each distinct derived Level 1 parent once per paragraph. Preserve one full paragraph-presence membership for every topic; do not divide a paragraph fractionally. Topic shares are non-additive and may sum above 100%.,3,"Descriptive AI-assigned topic presence in speaker-audited Miller Center paragraphs. It is not historical validation, model confidence, presidential intent, importance, influence, causality, policy success, or representation of the public or presidency as a whole."
actual-speaker-topic-edge-v1,actual-speaker-topic-network-v1,edge_c22fc3f1dbe00d35ff04a5d6d1e26d6acbea23dadca2d1eedecd7afee1218e48,president_topic,corpus,all-corpus,All eligible corpus,,james-madison,James Madison,topic_07f03bf056ab3503c6f721cf2a606b728b9cbb858d7d919fca46cd6135a32a2b,level1,War & Military Affairs,120,17,270,21,5527,32531,0.4444444444444444,0.021711597611724264,0.16989948049552733,supported,supported,True,"All eligible actual-president paragraphs, including topic-free paragraphs, remain in president and scope denominators; topic-free paragraphs create no membership and no edge.",Count each distinct normalized Level 2 topic once per paragraph and each distinct derived Level 1 parent once per paragraph. Preserve one full paragraph-presence membership for every topic; do not divide a paragraph fractionally. Topic shares are non-additive and may sum above 100%.,3,"Descriptive AI-assigned topic presence in speaker-audited Miller Center paragraphs. It is not historical validation, model confidence, presidential intent, importance, influence, causality, policy success, or representation of the public or presidency as a whole."
actual-speaker-topic-edge-v1,actual-speaker-topic-network-v1,edge_a6ac34ec36e502a31f2f85f28e130eb6181022dcc2d8ca786fd2b6b92f31edb8,president_topic,corpus,all-corpus,All eligible corpus,,james-madison,James Madison,topic_c111a85539516b19ce3d0ebf88102afc3f5136f06811be7ef7952ae6cc9d714c,level1,Public Finance & Taxation,29,12,270,21,2743,32531,0.10740740740740741,0.010572366022602989,0.08431957210045803,supported,supported,True,"All eligible actual-president paragraphs, including topic-free paragraphs, remain in president and scope denominators; topic-free paragraphs create no membership and no edge.",Count each distinct normalized Level 2 topic once per paragraph and each distinct derived Level 1 parent once per paragraph. Preserve one full paragraph-presence membership for every topic; do not divide a paragraph fractionally. Topic shares are non-additive and may sum above 100%.,3,"Descriptive AI-assigned topic presence in speaker-audited Miller Center paragraphs. It is not historical validation, model confidence, presidential intent, importance, influence, causality, policy success, or representation of the public or presidency as a whole."
actual-speaker-topic-edge-v1,actual-speaker-topic-network-v1,edge_f1cc70244ccab368ce5d133fc87b74e8d806ceb55836f40acc10f988133d5980,president_topic,corpus,all-corpus,All eligible corpus,,james-madison,James Madison,topic_b9fc73bb18ca058e7f189c867a51071c93e7fea7d67167933f18846a43f46e2c,level1,Constitutional Order & Governance,21,11,270,21,4188,32531,0.07777777777777778,0.00501432664756447,0.12873874150809997,supported,supported,True,"All eligible actual-president paragraphs, including topic-free paragraphs, remain in president and scope denominators; topic-free paragraphs create no membership and no edge.",Count each distinct normalized Level 2 topic once per paragraph and each distinct derived Level 1 parent once per paragraph. Preserve one full paragraph-presence membership for every topic; do not divide a paragraph fractionally. Topic shares are non-additive and may sum above 100%.,3,"Descriptive AI-assigned topic presence in speaker-audited Miller Center paragraphs. It is not historical validation, model confidence, presidential intent, importance, influence, causality, policy success, or representation of the public or presidency as a whole."
actual-speaker-topic-edge-v1,actual-speaker-topic-network-v1,edge_506da44483d7a6f763553c538a70c3812fb4efd1f6c7116bb7411eb018405983,president_topic,corpus,all-corpus,All eligible corpus,,james-madison,James Madison,topic_73fe8a26a7881c104f8ac0ee90b445177eabd28ec5e36d34a3bdcacd0505cba1,level1,Faith & National Values,29,14,270,21,2953,32531,0.10740740740740741,0.009820521503555706,0.09077495312163782,supported,supported,True,"All eligible actual-president paragraphs, including topic-free paragraphs, remain in president and scope denominators; topic-free paragraphs create no membership and no edge.",Count each distinct normalized Level 2 topic once per paragraph and each distinct derived Level 1 parent once per paragraph. Preserve one full paragraph-presence membership for every topic; do not divide a paragraph fractionally. Topic shares are non-additive and may sum above 100%.,3,"Descriptive AI-assigned topic presence in speaker-audited Miller Center paragraphs. It is not historical validation, model confidence, presidential intent, importance, influence, causality, policy success, or representation of the public or presidency as a whole."
actual-speaker-topic-edge-v1,actual-speaker-topic-network-v1,edge_5ba9f69df6bf39e07a315e2ee8f9f3e908ff099d2c1648f1076a7e11067b1824,president_topic,corpus,all-corpus,All eligible corpus,,james-monroe,James Monroe,topic_53f9c63ed6aedcab84709226f843c89a577ea30928250cda0021a52c0d9dd5d2,level1,Foreign Relations & Diplomacy,165,10,407,10,8414,32531,0.40540540540540543,0.019610173520323272,0.2586455995819372,supported,supported,True,"All eligible actual-president paragraphs, including topic-free paragraphs, remain in president and scope denominators; topic-free paragraphs create no membership and no edge.",Count each distinct normalized Level 2 topic once per paragraph and each distinct derived Level 1 parent once per paragraph. Preserve one full paragraph-presence membership for every topic; do not divide a paragraph fractionally. Topic shares are non-additive and may sum above 100%.,3,"Descriptive AI-assigned topic presence in speaker-audited Miller Center paragraphs. It is not historical validation, model confidence, presidential intent, importance, influence, causality, policy success, or representation of the public or presidency as a whole."
actual-speaker-topic-edge-v1,actual-speaker-topic-network-v1,edge_1d97b7a6a56fa700530a40f5e6ecb14d734505f5dcba2c6fe4964d5e52f6e6df,president_topic,corpus,all-corpus,All eligible corpus,,james-monroe,James Monroe,topic_07f03bf056ab3503c6f721cf2a606b728b9cbb858d7d919fca46cd6135a32a2b,level1,War & Military Affairs,85,10,407,10,5527,32531,0.20884520884520885,0.015379048308304687,0.16989948049552733,supported,supported,True,"All eligible actual-president paragraphs, including topic-free paragraphs, remain in president and scope denominators; topic-free paragraphs create no membership and no edge.",Count each distinct normalized Level 2 topic once per paragraph and each distinct derived Level 1 parent once per paragraph. Preserve one full paragraph-presence membership for every topic; do not divide a paragraph fractionally. Topic shares are non-additive and may sum above 100%.,3,"Descriptive AI-assigned topic presence in speaker-audited Miller Center paragraphs. It is not historical validation, model confidence, presidential intent, importance, influence, causality, policy success, or representation of the public or presidency as a whole."
actual-speaker-topic-edge-v1,actual-speaker-topic-network-v1,edge_5a607931fb85cc92f9316ff6baf44cf0be9e19a63052c2856efae61d0ec5743f,president_topic,corpus,all-corpus,All eligible corpus,,james-monroe,James Monroe,topic_3e8647a4799e061a665118eb000c5f9ad645c931743a74bfe085cbb18238ed6e,level1,"Trade, Commerce & Tariffs",47,10,407,10,2184,32531,0.11547911547911548,0.02152014652014652,0.0671359626202699,supported,supported,True,"All eligible actual-president paragraphs, including topic-free paragraphs, remain in president and scope denominators; topic-free paragraphs create no membership and no edge.",Count each distinct normalized Level 2 topic once per paragraph and each distinct derived Level 1 parent once per paragraph. Preserve one full paragraph-presence membership for every topic; do not divide a paragraph fractionally. Topic shares are non-additive and may sum above 100%.,3,"Descriptive AI-assigned topic presence in speaker-audited Miller Center paragraphs. It is not historical validation, model confidence, presidential intent, importance, influence, causality, policy success, or representation of the public or presidency as a whole."
actual-speaker-topic-edge-v1,actual-speaker-topic-network-v1,edge_6383af020486af9f7b03f16d3fe24333d64a73968a2f5d4a9b0b721073da3062,president_topic,corpus,all-corpus,All eligible corpus,,james-monroe,James Monroe,topic_c111a85539516b19ce3d0ebf88102afc3f5136f06811be7ef7952ae6cc9d714c,level1,Public Finance & Taxation,51,10,407,10,2743,32531,0.12530712530712532,0.01859278162595698,0.08431957210045803,supported,supported,True,"All eligible actual-president paragraphs, including topic-free paragraphs, remain in president and scope denominators; topic-free paragraphs create no membership and no edge.",Count each distinct normalized Level 2 topic once per paragraph and each distinct derived Level 1 parent once per paragraph. Preserve one full paragraph-presence membership for every topic; do not divide a paragraph fractionally. Topic shares are non-additive and may sum above 100%.,3,"Descriptive AI-assigned topic presence in speaker-audited Miller Center paragraphs. It is not historical validation, model confidence, presidential intent, importance, influence, causality, policy success, or representation of the public or presidency as a whole."
actual-speaker-topic-edge-v1,actual-speaker-topic-network-v1,edge_e2e3d19ca09ccd5d8d6db7937f001f98c189d3243e2ffdcab318267808b3744d,president_topic,corpus,all-corpus,All eligible corpus,,james-monroe,James Monroe,topic_c092ca5bdad12513ef74aa364f2bf7a6db5cb739f929d0f0ef4779e5c868cbcd,level1,Infrastructure & Internal Improvements,27,8,407,10,1897,32531,0.06633906633906633,0.014232999472851872,0.05831360855799084,supported,supported,True,"All eligible actual-president paragraphs, including topic-free paragraphs, remain in president and scope denominators; topic-free paragraphs create no membership and no edge.",Count each distinct normalized Level 2 topic once per paragraph and each distinct derived Level 1 parent once per paragraph. Preserve one full paragraph-presence membership for every topic; do not divide a paragraph fractionally. Topic shares are non-additive and may sum above 100%.,3,"Descriptive AI-assigned topic presence in speaker-audited Miller Center paragraphs. It is not historical validation, model confidence, presidential intent, importance, influence, causality, policy success, or representation of the public or presidency as a whole."
actual-speaker-topic-edge-v1,actual-speaker-topic-network-v1,edge_ecd9543a4d86d863df83e3b64232c79a523142a41b3b660e054aba17bc895d2c,president_topic,corpus,all-corpus,All eligible corpus,,james-monroe,James Monroe,topic_3493d9b6ff51b17cc78f8191a4ac1b2eae5bb4ff7f269114b248d590851a7ed8,level1,Indian & Tribal Affairs,32,9,407,10,682,32531,0.07862407862407862,0.0469208211143695,0.02096461836402201,supported,supported,True,"All eligible actual-president paragraphs, including topic-free paragraphs, remain in president and scope denominators; topic-free paragraphs create no membership and no edge.",Count each distinct normalized Level 2 topic once per paragraph and each distinct derived Level 1 parent once per paragraph. Preserve one full paragraph-presence membership for every topic; do not divide a paragraph fractionally. Topic shares are non-additive and may sum above 100%.,3,"Descriptive AI-assigned topic presence in speaker-audited Miller Center paragraphs. It is not historical validation, model confidence, presidential intent, importance, influence, causality, policy success, or representation of the public or presidency as a whole."
actual-speaker-topic-edge-v1,actual-speaker-topic-network-v1,edge_b14c55883800c7cfd1e3fba123cb36f9a3f14ab9733e784bbcfc5f6665ab15e1,president_topic,corpus,all-corpus,All eligible corpus,,james-monroe,James Monroe,topic_b9fc73bb18ca058e7f189c867a51071c93e7fea7d67167933f18846a43f46e2c,level1,Constitutional Order & Governance,42,10,407,10,4188,32531,0.10319410319410319,0.01002865329512894,0.12873874150809997,supported,supported,True,"All eligible actual-president paragraphs, including topic-free paragraphs, remain in president and scope denominators; topic-free paragraphs create no membership and no edge.",Count each distinct normalized Level 2 topic once per paragraph and each distinct derived Level 1 parent once per paragraph. Preserve one full paragraph-presence membership for every topic; do not divide a paragraph fractionally. Topic shares are non-additive and may sum above 100%.,3,"Descriptive AI-assigned topic presence in speaker-audited Miller Center paragraphs. It is not historical validation, model confidence, presidential intent, importance, influence, causality, policy success, or representation of the public or presidency as a whole."
actual-speaker-topic-edge-v1,actual-speaker-topic-network-v1,edge_de13f6ddbb1a5f1140f11c4750b303a7833e5932f2a8184e4d376fd51298056f,president_topic,corpus,all-corpus,All eligible corpus,,james-monroe,James Monroe,topic_73fe8a26a7881c104f8ac0ee90b445177eabd28ec5e36d34a3bdcacd0505cba1,level1,Faith & National Values,24,10,407,10,2953,32531,0.05896805896805897,0.008127328140873687,0.09077495312163782,supported,supported,True,"All eligible actual-president paragraphs, including topic-free paragraphs, remain in president and scope denominators; topic-free paragraphs create no membership and no edge.",Count each distinct normalized Level 2 topic once per paragraph and each distinct derived Level 1 parent once per paragraph. Preserve one full paragraph-presence membership for every topic; do not divide a paragraph fractionally. Topic shares are non-additive and may sum above 100%.,3,"Descriptive AI-assigned topic presence in speaker-audited Miller Center paragraphs. It is not historical validation, model confidence, presidential intent, importance, influence, causality, policy success, or representation of the public or presidency as a whole."
